A	a
ESTRANGEIRI'STA	e s - t r a n - g e i - r i s - t a
ESTRANGEI'RO	e s - t r a n - g e i - r o
ESTRANGULA'R	e s - t r a n - g u - l a r
ESTRANHA'R	e s - t r a - n h a r
ESTRANHE'ZA	e s - t r a - n h e - z a
ESTRA'NHO	e s - t r a - n h o
ESTRATAGE'MA	e s - t r a - t a - g e - m a
ESTRATEGICAME'NTE	e s - t r a - t e - g i - c a - m e n - t e
ESTRATEGI'STA	e s - t r a - t e - g i s - t a
ESTRATE'GO	e s - t r a - t e - g o
ESTRATIFICA'R	e s - t r a - t i - f i - c a r
ESTRATIFO'RME	e s - t r a - t i - f o r - m e
ESTRATIGRAFI'A	e s - t r a - t i - g r a - f i - a
ESTRA'TO	e s - t r a - t o
ESTRATOSFE'RA	e s - t r a - t o s - f e - r a
ESTRATÉ'GIA	e s - t r a - t é - g i a
ESTRATÉ'GICO	e s - t r a - t é - g i - c o
ESTREA'NTE	e s - t r e - a n - t e
ESTREA'R	e s - t r e - a r
ESTREBARI'A	e s - t r e - b a - r i - a
ESTREBUCHA'R	e s - t r e - b u - c h a r
ESTRE'IA	e s - t r e i - a
ESTREITA'R	e s - t r e i - t a r
ESTREITE'ZA	e s - t r e i - t e - z a
ESTRE'ITO	e s - t r e i - t o
ESTRE'LA	e s - t r e - l a
ESTRELA'NTE	e s - t r e - l a n - t e
ESTRELA'R	e s - t r e - l a r
ESTRELI'NHA	e s - t r e - l i - n h a
ESTREMADU'RA	e s - t r e - m a - d u - r a
ESTREMA'R	e s - t r e - m a r
ESTREMECE'R	e s - t r e - m e - c e r
ESTREME'NHO	e s - t r e - m e - n h o
ESTREMUNHA'R	e s - t r e - m u - n h a r
ESTREPTOCO'CO	e s - t r e p - t o - c o - c o
ESTRI'A	e s - t r i - a
ESTRIA'DO	e s - t r i - a - d o
ESTRIBA'R	e s - t r i - b a r
ESTRIBE'IRA	e s - t r i - b e i - r a
ESTRIBI'LHO	e s - t r i - b i - l h o
ESTRI'BO	e s - t r i - b o
ESTRIDE'NTE	e s - t r i - d e n - t e
ESTRIDÊ'NCIA	e s - t r i - d ê n - c i a
ESTRIPA'R	e s - t r i - p a r
ESTRI'TO	e s - t r i - t o
ESTRO'FE	e s - t r o - f e
ESTRO'INA	e s - t r o i - n a
ESTROINA'R	e s - t r o i - n a r
ESTRONCA'R	e s - t r o n - c a r
ESTRO'NDO	e s - t r o n - d o
ESTRONDO'SO	e s - t r o n - d o - s o
ESTROPIA'R	e s - t r o - p i - a r
ESTRUGI'DO	e s - t r u - g i - d o
ESTRUMA'DA	e s - t r u - m a - d a
ESTRUMADE'LA	e s - t r u - m a - d e - l a
ESTRUMA'L	e s - t r u - m a l
ESTRUMA'R	e s - t r u - m a r
ESTRU'ME	e s - t r u - m e
ESTRUME'IRA	e s - t r u - m e i - r a
ESTRUTU'RA	e s - t r u - t u - r a
ESTRUTURA'L	e s - t r u - t u - r a l
ESTRUTURA'R	e s - t r u - t u - r a r
ESTRÁ'BICO	e s - t r á - b i - c o
ESTRÉ'PITO	e s - t r é - p i - t o
ESTUCA'GEM	e s - t u - c a - g e m
ESTUCA'R	e s - t u - c a r
ESTUDANTA'DA	e s - t u - d a n - t a - d a
ESTUDANTA'DO	e s - t u - d a n - t a - d o
ESTUDANTA'ÇO	e s - t u - d a n - t a - ç o
ESTUDA'NTE	e s - t u - d a n - t e
ESTUDANTE'CO	e s - t u - d a n - t e - c o
ESTUDANTI'L	e s - t u - d a n - t i l
ESTUDA'R	e s - t u - d a r
ESTUDIO'SO	e s - t u - d i - o - s o
ESTU'DO	e s - t u - d o
ESTU'FA	e s - t u - f a
ESTUFADE'IRA	e s - t u - f a - d e i - r a
ESTUFA'DO	e s - t u - f a - d o
ESTUFA'GEM	e s - t u - f a - g e m
ESTUFA'R	e s - t u - f a r
ESTUPEFACIE'NTE	e s - t u - p e - f a - c i - e n - t e
ESTUPEFACTI'VO	e s - t u - p e - f a c - t i - v o
ESTUPEFA'CTO	e s - t u - p e - f a c - t o
ESTUPEFATI'VO	e s - t u - p e - f a - t i - v o
ESTUPEFAÇÃ'O	e s - t u - p e - f a - ç ã o
ESTUPE'NDO	e s - t u - p e n - d o
ESTUPIDAME'NTE	e s - t u - p i - d a - m e n - t e
ESTUPIDECE'R	e s - t u - p i - d e - c e r
ESTUPIDE'Z	e s - t u - p i - d e z
ESTUPIDIFICA'NTE	e s - t u - p i - d i - f i - c a n - t e
ESTUPIDIFICA'R	e s - t u - p i - d i - f i - c a r
ESTUPO'R	e s - t u - p o r
ESTUPORA'NTE	e s - t u - p o - r a n - t e
ESTUPORA'R	e s - t u - p o - r a r
ESTUPORO'SO	e s - t u - p o - r o - s o
ESTUPRA'R	e s - t u - p r a r
ESTU'PRO	e s - t u - p r o
ESTU'QUE	e s - t u - q u e
ESTURRA'R	e s - t u - r r a r
ESTURRICA'R	e s - t u - r r i - c a r
ESTURRI'CE	e s - t u - r r i - c e
ESTU'RRO	e s - t u - r r o
ESTUÁ'RIO	e s - t u - á - r i o
ESTÁ'BULO	e s - t á - b u - l o
ESTÁ'DIO	e s - t á - d i o
ESTÁ'GIO	e s - t á - g i o
ESTÁ'TICA	e s - t á - t i - c a
ESTÁ'TICO	e s - t á - t i - c o
ESTÁ'TUA	e s - t á - t u a
ESTÁ'VEL	e s - t á - v e l
ESTÂ'NCIA	e s - t â n - c i a
ESTÉ'REO	e s - t é - r e o
ESTÉ'RIL	e s - t é - r i l
ESTÉ'TICA	e s - t é - t i - c a
ESTÉ'TICO	e s - t é - t i - c o
ESTÍ'MULO	e s - t í - m u - l o
ESTÔ'MAGO	e s - t ô - m a - g o
ESTÔ'NIO	e s - t ô - n i o
ESTÚ'DIO	e s - t ú - d i o
ESTÚ'PIDO	e s - t ú - p i - d o
ESVAECE'R	e s - v a - e - c e r
ESVAI'R	e s - v a - i r
ESVAZIA'R	e s - v a - z i a r
ESVENTRA'R	e s - v e n - t r a r
ESVERDEA'DO	e s - v e r - d e - a - d o
ESVOAÇA'NTE	e s - v o a - ç a n - t e
ESVOAÇA'R	e s - v o a - ç a r
ESÔ'FAGO	e - s ô - f a - g o
ETA'NO	e - t a - n o
ETANO'L	e - t a - n o l
ETA'PA	e - t a - p a
ETERIFICA'R	e - t e - r i - f i - c a r
ETERNA'L	e - t e r - n a l
ETERNA'R	e - t e r - n a r
ETERNIDA'DE	e - t e r - n i - d a - d e
ETERNIZA'R	e - t e r - n i - z a r
ETE'RNO	e - t e r - n o
ETICAME'NTE	e - t i - c a - m e n - t e
ETILE'NO	e - t i - l e - n o
ETILIZA'R	e - t i - l i - z a r
ETIMOLOGI'A	e - t i - m o - l o - g i - a
ETIMOLOGI'SMO	e - t i - m o - l o - g i s - m o
ETIMOLOGI'STA	e - t i - m o - l o - g i s - t a
ETIMOLÓ'GICO	e - t i - m o - l ó - g i - c o
ETIOLOGI'A	e - t i o - l o - g i - a
ETIQUE'TA	e - t i - q u e - t a
ETIQUETADO'R	e - t i - q u e - t a - d o r
ETIQUETA'GEM	e - t i - q u e - t a - g e m
ETIQUETA'R	e - t i - q u e - t a r
ETNI'A	e t - n i - a
ETNICAME'NTE	e t - n i - c a - m e n - t e
ETNICIDA'DE	e t - n i - c i - d a - d e
ETNOGRAFI'A	e t - n o - g r a - f i - a
ETNOLOGI'A	e t - n o - l o - g i - a
ETNOMUSICOLOGI'A	e t - n o - m u - s i - c o - l o - g i - a
ETNÔ'NIMO	e t - n ô - n i - m o
ETRU'SCO	e - t r u s - c o
ETÁ'RIO	e - t á - r i o
ETÉ'REO	e - t é - r e o
ETÍ'LICO	e - t í - l i - c o
ETÍ'OPE	e - t í - o - p e
EU	e u
EUCALI'PTO	e u - c a - l i p - t o
EUCARÍ'STICO	e u - c a - r í s - t i - c o
EUCLIDIA'NO	e u - c l i - d i - a - n o
EUFEMI'SMO	e u - f e - m i s - m o
EUFONI'A	e u - f o - n i - a
EUFORI'A	e u - f o - r i - a
EUFÉ'MICO	e u - f é - m i - c o
EUFÓ'RICO	e u - f ó - r i - c o
EUGÉ'NICO	e u - g é - n i - c o
EUNU'CO	e u - n u - c o
EUNUCOIDI'SMO	e u - n u - c o i - d i s - m o
EURASIÁ'TICO	e u - r a - s i - á - t i - c o
EURITMI'A	e u - r i t - m i - a
E'URO	e u - r o
EURODEPUTA'DO	e u - r o - d e - p u - t a - d o
EUROPE'IA	e u - r o - p e i - a
EUROPEIZA'R	e u - r o - p e i - z a r
EUROPE'U	e u - r o - p e u
EUROPEÍ'SMO	e u - r o - p e - í s - m o
EUROPEÍ'STA	e u - r o - p e - í s - t a
EURÍ'TMICO	e u - r í t - m i - c o
EUTANÁ'SIA	e u - t a - n á - s i a
EVACUA'NTE	e - v a - c u - a n - t e
EVACUA'R	e - v a - c u - a r
EVACUATI'VO	e - v a - c u a - t i - v o
EVACUATÓ'RIO	e - v a - c u a - t ó - r i o
EVADI'R	e - v a - d i r
EVANGE'LHO	e - v a n - g e - l h o
EVANGELI'SMO	e - v a n - g e - l i s - m o
EVANGELI'STA	e - v a n - g e - l i s - t a
EVANGELIZA'NTE	e - v a n - g e - l i - z a n - t e
EVANGELIZA'R	e - v a n - g e - l i - z a r
EVANGELIZAÇÃ'O	e - v a n - g e - l i - z a - ç ã o
EVANGÉ'LICO	e - v a n - g é - l i - c o
EVAPORA'NTE	e - v a - p o - r a n - t e
EVAPORA'R	e - v a - p o - r a r
EVAPORATI'VO	e - v a - p o - r a - t i - v o
EVAPORATÓ'RIO	e - v a - p o - r a - t ó - r i o
EVAPORIZA'R	e - v a - p o - r i - z a r
EVASI'VA	e - v a - s i - v a
EVASI'VO	e - v a - s i - v o
EVASÃ'O	e - v a - s ã o
EVE'NTO	e - v e n - t o
EVENTUA'L	e - v e n - t u - a l
EVIDENCIA'R	e - v i - d e n - c i - a r
EVIDE'NTE	e - v i - d e n - t e
EVIDÊ'NCIA	e - v i - d ê n - c i a
EVITA'R	e - v i - t a r
EVOCA'NTE	e - v o - c a n - t e
EVOCA'R	e - v o - c a r
EVOCATI'VO	e - v o - c a - t i - v o
EVOCATÓ'RIO	e - v o - c a - t ó - r i o
EVOCAÇÃ'O	e - v o - c a - ç ã o
EVOLUCIONA'L	e - v o - l u - c i o - n a l
EVOLUCIONA'R	e - v o - l u - c i o - n a r
EVOLUCIONI'SMO	e - v o - l u - c i o - n i s - m o
EVOLUCIONI'STA	e - v o - l u - c i o - n i s - t a
EVOLUCIONÁ'RIO	e - v o - l u - c i o - n á - r i o
EVOLUI'R	e - v o - l u - i r
EVOLUTI'VO	e - v o - l u - t i - v o
EVOLUÇÃ'O	e - v o - l u - ç ã o
EVOLVE'NTE	e - v o l - v e n - t e
EVOLVE'R	e - v o l - v e r
EX	e x
EXACERBA'R	e - x a - c e r - b a r
EXACTIBILIDA'DE	e - x a c - t i - b i - l i - d a - d e
EXAGERA'R	e - x a - g e - r a r
EXAGERATI'VO	e - x a - g e - r a - t i - v o
EXAGE'RO	e - x a - g e - r o
EXALA'NTE	e - x a - l a n - t e
EXALA'R	e - x a - l a r
EXALTA'R	e - x a l - t a r
EXA'ME	e - x a - m e
EXAMINADO'R	e - x a - m i - n a - d o r
EXAMINA'NDO	e - x a - m i - n a n - d o
EXAMINA'R	e - x a - m i - n a r
EXARA'R	e - x a - r a r
EXASPERA'R	e - x a s - p e - r a r
EXASPE'RO	e - x a s - p e - r o
EXATIDÃ'O	e - x a - t i - d ã o
EXA'TO	e - x a - t o
EXAUSTI'VO	e - x a u s - t i - v o
EXA'USTO	e - x a u s - t o
EXAUSTO'R	e - x a u s - t o r
EXAUSTÃ'O	e - x a u s - t ã o
EXCECIONA'L	e x - c e - c i o - n a l
EXCECIONALIDA'DE	e x - c e - c i o - n a - l i - d a - d e
EXCEDE'NTE	e x - c e - d e n - t e
EXCEDENTÁ'RIO	e x - c e - d e n - t á - r i o
EXCEDE'R	e x - c e - d e r
EXCELE'NTE	e x - c e - l e n - t e
EXCE'LSO	e x - c e l - s o
EXCELÊ'NCIA	e x - c e - l ê n - c i a
EXCENTRICIDA'DE	e x - c e n - t r i - c i - d a - d e
EXCE'RTO	e x - c e r - t o
EXCESSIVIDA'DE	e x - c e - s s i - v i - d a - d e
EXCESSI'VO	e x - c e - s s i - v o
EXCE'SSO	e x - c e - s s o
EXCETI'VO	e x - c e - t i - v o
EXCE'TO	e x - c e - t o
EXCETUA'R	e x - c e - t u - a r
EXCEÇÃ'O	e x - c e - ç ã o
EXCISÃ'O	e x - c i - s ã o
EXCITABILIDA'DE	e x - c i - t a - b i - l i - d a - d e
EXCITA'NTE	e x - c i - t a n - t e
EXCITA'R	e x - c i - t a r
EXCITATI'VO	e x - c i - t a - t i - v o
EXCITATÓ'RIO	e x - c i - t a - t ó - r i o
EXCLAMA'R	e x - c l a - m a r
EXCLAMATI'VO	e x - c l a - m a - t i - v o
EXCLAMATÓ'RIO	e x - c l a - m a - t ó - r i o
EXCLUI'R	e x - c l u - i r
EXCLUSI'VA	e x - c l u - s i - v a
EXCLUSI'VE	e x - c l u - s i - v e
EXCLUSIVIDA'DE	e x - c l u - s i - v i - d a - d e
EXCLUSIVI'SMO	e x - c l u - s i - v i s - m o
EXCLUSI'VO	e x - c l u - s i - v o
EXCLUSÃ'O	e x - c l u - s ã o
EXCLUÍ'DO	e x - c l u - í - d o
EXCOMUNGA'R	e x - c o - m u n - g a r
EXCOMUNHA'L	e x - c o - m u - n h a l
EXCOMUNHÃ'O	e x - c o - m u - n h ã o
EXCREME'NTO	e x - c r e - m e n - t o
EXCREMENTO'SO	e x - c r e - m e n - t o - s o
EXCREMENTÍ'CIO	e x - c r e - m e n - t í - c i o
EXCRESCE'NTE	e x - c r e s - c e n - t e
EXCRESCE'R	e x - c r e s - c e r
EXCRESCÊ'NCIA	e x - c r e s - c ê n - c i a
EXCRETA'R	e x - c r e - t a r
EXCRETO'R	e x - c r e - t o r
EXCREÇÃ'O	e x - c r e - ç ã o
EXCURSIONA'R	e x - c u r - s i o - n a r
EXCURSIONI'SMO	e x - c u r - s i o - n i s - m o
EXCURSIONI'STA	e x - c u r - s i o - n i s - t a
EXCURSÃ'O	e x - c u r - s ã o
EXCÊ'NTRICO	e x - c ê n - t r i - c o
EXECRABILIDA'DE	e - x e - c r a - b i - l i - d a - d e
EXECRA'R	e - x e - c r a r
EXECUTA'NTE	e - x e - c u - t a n - t e
EXECUTA'R	e - x e - c u - t a r
EXECUTI'VO	e - x e - c u - t i - v o
EXECUTO'R	e - x e - c u - t o r
EXECUTÓ'RIA	e - x e - c u - t ó - r i a
EXECUTÓ'RIO	e - x e - c u - t ó - r i o
EXECUÇÃ'O	e - x e - c u - ç ã o
EXEGE'SE	e - x e - g e - s e
EXEGÉ'TICO	e - x e - g é - t i - c o
EXEMPLA'R	e - x e m - p l a r
EXEMPLARIDA'DE	e - x e m - p l a - r i - d a - d e
EXEMPLARI'SMO	e - x e m - p l a - r i s - m o
EXEMPLIFICA'R	e - x e m - p l i - f i - c a r
EXEMPLIFICATI'VO	e - x e m - p l i - f i - c a - t i - v o
EXE'MPLO	e - x e m - p l o
EXEQUIBILIDA'DE	e - x e - q u i - b i - l i - d a - d e
EXEQUÍ'VEL	e - x e - q u í - v e l
EXERCE'R	e - x e r - c e r
EXERCITA'NTE	e - x e r - c i - t a n - t e
EXERCITA'R	e - x e r - c i - t a r
EXERCÍ'CIO	e - x e r - c í - c i o
EXIBICIONI'SMO	e - x i - b i - c i o - n i s - m o
EXIBICIONI'STA	e - x i - b i - c i o - n i s - t a
EXIBI'R	e - x i - b i r
EXIBITI'VO	e - x i - b i - t i - v o
EXIBITÓ'RIO	e - x i - b i - t ó - r i o
EXIGE'NTE	e - x i - g e n - t e
EXIGIBILIDA'DE	e - x i - g i - b i - l i - d a - d e
EXIGI'R	e - x i - g i r
EXIGUIDA'DE	e - x i - g u i - d a - d e
EXIGÊ'NCIA	e - x i - g ê n - c i a
EXILA'R	e - x i - l a r
EXIMI'R	e - x i - m i r
EXISTENCIA'L	e - x i s - t e n - c i a l
EXISTENCIALI'SMO	e - x i s - t e n - c i a - l i s - m o
EXISTENCIALI'STA	e - x i s - t e n - c i a - l i s - t a
EXISTE'NTE	e - x i s - t e n - t e
EXISTI'R	e - x i s - t i r
EXISTÊ'NCIA	e - x i s - t ê n - c i a
EXOFORI'A	e - x o - f o - r i - a
EXOFTALMI'A	e - x o f - t a l - m i - a
EXONERABILIDA'DE	e - x o - n e - r a - b i - l i - d a - d e
EXONERA'R	e - x o - n e - r a r
EXONERATÓ'RIO	e - x o - n e - r a - t ó - r i o
EXORBITA'NTE	e - x o r - b i - t a n - t e
EXORBITA'R	e - x o r - b i - t a r
EXORBITÂ'NCIA	e - x o r - b i - t â n - c i a
EXORCI'SMO	e - x o r - c i s - m o
EXORCI'STA	e - x o r - c i s - t a
EXORCISTA'DO	e - x o r - c i s - t a - d o
EXORCIZA'R	e - x o r - c i - z a r
EXORTA'R	e - x o r - t a r
EXORTATI'VO	e - x o r - t a - t i - v o
EXORTATÓ'RIO	e - x o r - t a - t ó - r i o
EXOSFE'RA	e - x o s - f e - r a
EXOTERI'SMO	e - x o - t e - r i s - m o
EXOTI'SMO	e - x o - t i s - m o
EXOTÉ'RMICO	e - x o - t é r - m i - c o
EXPANDI'R	e x - p a n - d i r
EXPANSIBILIDA'DE	e x - p a n - s i - b i - l i - d a - d e
EXPANSIONI'SMO	e x - p a n - s i o - n i s - m o
EXPANSIONI'STA	e x - p a n - s i o - n i s - t a
EXPANSIVIDA'DE	e x - p a n - s i - v i - d a - d e
EXPANSI'VO	e x - p a n - s i - v o
EXPANSÃ'O	e x - p a n - s ã o
EXPANSÍ'VEL	e x - p a n - s í - v e l
EXPATRIA'R	e x - p a - t r i - a r
EXPECTADO'R	e x - p e c - t a - d o r
EXPECTA'NTE	e x - p e c - t a n - t e
EXPECTA'R	e x - p e c - t a r
EXPECTATI'VA	e x - p e c - t a - t i - v a
EXPECTATÓ'RIO	e x - p e c - t a - t ó - r i o
EXPEDICIONÁ'RIO	e x - p e - d i - c i o - n á - r i o
EXPEDIDO'R	e x - p e - d i - d o r
EXPEDIE'NTE	e x - p e - d i - e n - t e
EXPEDI'R	e x - p e - d i r
EXPEDITI'VO	e x - p e - d i - t i - v o
EXPEDI'TO	e x - p e - d i - t o
EXPEDITÓ'RIO	e x - p e - d i - t ó - r i o
EXPEDIÇÃ'O	e x - p e - d i - ç ã o
EXPEDIÊ'NCIA	e x - p e - d i - ê n - c i a
EXPELI'R	e x - p e - l i r
EXPE'NSAS	e x - p e n - s a s
EXPERIENCIA'L	e x - p e - r i - e n - c i - a l
EXPERIE'NTE	e x - p e - r i - e n - t e
EXPERIME'NTA	e x - p e - r i - m e n - t a
EXPERIMENTA'L	e x - p e - r i - m e n - t a l
EXPERIMENTA'R	e x - p e - r i - m e n - t a r
EXPERIME'NTO	e x - p e - r i - m e n - t o
EXPERIÊ'NCIA	e x - p e - r i - ê n - c i a
EXPE'RTO	e x - p e r - t o
EXPETADO'R	e x - p e - t a - d o r
EXPETA'NTE	e x - p e - t a n - t e
EXPETA'R	e x - p e - t a r
EXPETATI'VA	e x - p e - t a - t i - v a
EXPETATÓ'RIO	e x - p e - t a - t ó - r i o
EXPETORA'NTE	e x - p e - t o - r a n - t e
EXPETORA'R	e x - p e - t o - r a r
EXPIA'R	e x - p i - a r
EXPIATÓ'RIO	e x - p i a - t ó - r i o
EXPIRA'NTE	e x - p i - r a n - t e
EXPIRA'R	e x - p i - r a r
EXPLANA'R	e x - p l a - n a r
EXPLANATÓ'RIO	e x - p l a - n a - t ó - r i o
EXPLANAÇÃ'O	e x - p l a - n a - ç ã o
EXPLICABILIDA'DE	e x - p l i - c a - b i - l i - d a - d e
EXPLICADO'R	e x - p l i - c a - d o r
EXPLICA'NDO	e x - p l i - c a n - d o
EXPLICA'R	e x - p l i - c a r
EXPLICATI'VO	e x - p l i - c a - t i - v o
EXPLICAÇÃ'O	e x - p l i - c a - ç ã o
EXPLICITAME'NTE	e x - p l i - c i - t a - m e n - t e
EXPLICITA'R	e x - p l i - c i - t a r
EXPLODI'R	e x - p l o - d i r
EXPLORABILIDA'DE	e x - p l o - r a - b i - l i - d a - d e
EXPLORADO'R	e x - p l o - r a - d o r
EXPLORA'R	e x - p l o - r a r
EXPLORATÓ'RIO	e x - p l o - r a - t ó - r i o
EXPLORAÇÃ'O	e x - p l o - r a - ç ã o
EXPLOSI'VO	e x - p l o - s i - v o
EXPLOSÃ'O	e x - p l o - s ã o
EXPLOSÍ'VEL	e x - p l o - s í - v e l
EXPLÍ'CITO	e x - p l í - c i - t o
EXPOE'NTE	e x - p o - e n - t e
EXPONENCIA'L	e x - p o - n e n - c i a l
EXPONE'NTE	e x - p o - n e n - t e
EXPO'R	e x - p o r
EXPORTADO'R	e x - p o r - t a - d o r
EXPORTA'R	e x - p o r - t a r
EXPOSITI'VO	e x - p o - s i - t i - v o
EXPOSITO'R	e x - p o - s i - t o r
EXPOSIÇÃ'O	e x - p o - s i - ç ã o
EXPO'STO	e x - p o s - t o
EXPRESSA'R	e x - p r e - s s a r
EXPRESSIONI'SMO	e x - p r e - s s i o - n i s - m o
EXPRESSIONI'STA	e x - p r e - s s i o - n i s - t a
EXPRESSIVIDA'DE	e x - p r e - s s i - v i - d a - d e
EXPRESSI'VO	e x - p r e - s s i - v o
EXPRE'SSO	e x - p r e - s s o
EXPRESSÃ'O	e x - p r e - s s ã o
EXPRIMI'R	e x - p r i - m i r
EXPROPRIA'R	e x - p r o - p r i - a r
EXPUGNA'R	e x - p u g - n a r
EXPULSA'R	e x - p u l - s a r
EXPULSI'VO	e x - p u l - s i - v o
EXPU'LSO	e x - p u l - s o
EXPULSO'R	e x - p u l - s o r
EXPULSÃ'O	e x - p u l - s ã o
EXPULSÓ'RIO	e x - p u l - s ó - r i o
EXPURGA'R	e x - p u r - g a r
EXPURGATÓ'RIO	e x - p u r - g a - t ó - r i o
EXPU'RGO	e x - p u r - g o
EXTASIA'R	e x - t a - s i - a r
EXTEMPORANEAME'NTE	e x - t e m - p o - r a - n e a - m e n - t e
EXTEMPORANEIDA'DE	e x - t e m - p o - r a - n e i - d a - d e
EXTEMPORÂ'NEO	e x - t e m - p o - r â - n e o
EXTENSIBILIDA'DE	e x - t e n - s i - b i - l i - d a - d e
EXTENSIVIDA'DE	e x - t e n - s i - v i - d a - d e
EXTENSI'VO	e x - t e n - s i - v o
EXTE'NSO	e x - t e n - s o
EXTENSO'R	e x - t e n - s o r
EXTENSÃ'O	e x - t e n - s ã o
EXTENSÍ'METRO	e x - t e n - s í - m e - t r o
EXTENSÍ'VEL	e x - t e n - s í - v e l
EXTENSÔ'METRO	e x - t e n - s ô - m e - t r o
EXTENUADAME'NTE	e x - t e - n u a - d a - m e n - t e
EXTENUA'NTE	e x - t e - n u - a n - t e
EXTENUA'R	e x - t e - n u - a r
EXTENUATI'VO	e x - t e - n u a - t i - v o
EXTERIO'R	e x - t e - r i - o r
EXTERIORIDA'DE	e x - t e - r i o - r i - d a - d e
EXTERIORIZA'R	e x - t e - r i o - r i - z a r
EXTERMINA'NTE	e x - t e r - m i - n a n - t e
EXTERMINA'R	e x - t e r - m i - n a r
EXTERMÍ'NIO	e x - t e r - m í - n i o
EXTERNA'TO	e x - t e r - n a - t o
EXTE'RNO	e x - t e r - n o
EXTINGUI'R	e x - t i n - g u i r
EXTINTI'VO	e x - t i n - t i - v o
EXTI'NTO	e x - t i n - t o
EXTINTO'R	e x - t i n - t o r
EXTINÇÃ'O	e x - t i n - ç ã o
EXTIRPA'R	e x - t i r - p a r
EXTORQUI'R	e x - t o r - q u i r
EXTORSIONÁ'RIO	e x - t o r - s i o - n á - r i o
EXTORSI'VO	e x - t o r - s i - v o
EXTO'RSO	e x - t o r - s o
EXTORSÃ'O	e x - t o r - s ã o
E'XTRA	e x - t r a
EXTRACONJUGA'L	e x - t r a - c o n - j u - g a l
EXTRACONTINENTA'L	e x - t r a - c o n - t i - n e n - t a l
EXTRACONTRATUA'L	e x - t r a - c o n - t r a - t u - a l
EXTRADITA'R	e x - t r a - d i - t a r
EXTRADIÇÃ'O	e x - t r a - d i - ç ã o
EXTRAESCOLA'R	e x - t r a - e s - c o - l a r
EXTRAFI'NO	e x - t r a - f i - n o
EXTRAI'R	e x - t r a - i r
EXTRALEGA'L	e x - t r a - l e - g a l
EXTRAMU'ROS	e x - t r a - m u - r o s
EXTRAORDINÁ'RIO	e x - t r a - o r - d i - n á - r i o
EXTRAPARLAMENTA'R	e x - t r a - p a r - l a - m e n - t a r
EXTRAPOLA'R	e x - t r a - p o - l a r
EXTRAPOLAÇÃ'O	e x - t r a - p o - l a - ç ã o
EXTRAPROGRA'MA	e x - t r a - p r o - g r a - m a
EXTRARREGULAMENTA'R	e x - t r a - r r e - g u - l a - m e n - t a r
E'XTRAS	e x - t r a s
EXTRASSENSORIA'L	e x - t r a - s s e n - s o - r i - a l
EXTRATERRE'STRE	e x - t r a - t e - r r e s - t r e
EXTRATERRITORIA'L	e x - t r a - t e - r r i - t o - r i - a l
EXTRATERRITORIALIDA'DE	e x - t r a - t e - r r i - t o - r i a - l i - d a - d e
EXTRATI'VO	e x - t r a - t i - v o
EXTRA'TO	e x - t r a - t o
EXTRATO'R	e x - t r a - t o r
EXTRAUTERI'NO	e x - t r a u - t e - r i - n o
EXTRAVAGANCIA'R	e x - t r a - v a - g a n - c i a r
EXTRAVAGA'NTE	e x - t r a - v a - g a n - t e
EXTRAVAGINA'L	e x - t r a - v a - g i - n a l
EXTRAVAGÂ'NCIA	e x - t r a - v a - g â n - c i a
EXTRAVASA'DO	e x - t r a - v a - s a - d o
EXTRAVASA'NTE	e x - t r a - v a - s a n - t e
EXTRAVASA'R	e x - t r a - v a - s a r
EXTRAVASAÇÃ'O	e x - t r a - v a - s a - ç ã o
EXTRAVASÃ'O	e x - t r a - v a - s ã o
EXTRAVERSÃ'O	e x - t r a - v e r - s ã o
EXTRAVIA'R	e x - t r a - v i - a r
EXTRAVI'O	e x - t r a - v i - o
EXTRAÇÃ'O	e x - t r a - ç ã o
EXTRE'MA	e x - t r e - m a
EXTREMA'R	e x - t r e - m a r
EXTREMIDA'DE	e x - t r e - m i - d a - d e
EXTREMI'SMO	e x - t r e - m i s - m o
EXTRE'MO	e x - t r e - m o
EXTREMO'SO	e x - t r e - m o - s o
EXTROSPETI'VO	e x - t r o s - p e - t i - v o
EXTROSPEÇÃ'O	e x - t r o s - p e - ç ã o
EXTROVERSÃ'O	e x - t r o - v e r - s ã o
EXTROVERTI'DO	e x - t r o - v e r - t i - d o
EXTRÍ'NSECO	e x - t r í n - s e - c o
EXUBERA'NTE	e - x u - b e - r a n - t e
EXUBERA'R	e - x u - b e - r a r
EXUBERÂ'NCIA	e - x u - b e - r â n - c i a
EXULA'R	e - x u - l a r
EXULTA'NTE	e - x u l - t a n - t e
EXULTA'R	e - x u l - t a r
EXUMA'R	e - x u - m a r
EXÉ'RCITO	e - x é r - c i - t o
EXÍ'GUO	e - x í - g u o
EXÍ'LIO	e - x í - l i o
EXÍ'MIO	e - x í - m i o
EXÓ'GENO	e - x ó - g e - n o
EXÓ'TICO	e - x ó - t i - c o
EÓ'LICO	e - ó - l i - c o
FABRICA'NTE	f a - b r i - c a n - t e
FABRICA'R	f a - b r i - c a r
FABRI'CO	f a - b r i - c o
FABRI'L	f a - b r i l
FABULI'STA	f a - b u - l i s - t a
FABULO'SO	f a - b u - l o - s o
FABULÁ'RIO	f a - b u - l á - r i o
FAC	f a c
FA'CA	f a - c a
FACA'DA	f a - c a - d a
FACALHÃ'O	f a - c a - l h ã o
FACCIONA'R	f a c - c i o - n a r
