A	a
INCHAÇO	i n c h a ' ç o
INCICATRIZÁVEL	i n c i c a t r i z á ' v e l
INCIDENTADO	i n c i d e n t a ' d o
INCIDENTAL	i n c i d e n t a ' l
INCIDENTE	i n c i d e ' n t e
INCIDIR	i n c i d i ' r
INCIDÊNCIA	i n c i d ê ' n c i a
INCINERAR	i n c i n e r a ' r
INCIPIENTE	i n c i p i e ' n t e
INCIRCUNCIDADO	i n c i r c u n c i d a ' d o
INCIRCUNCISO	i n c i r c u n c i ' s o
INCISAR	i n c i s a ' r
INCISIVO	i n c i s i ' v o
INCISO	i n c i ' s o
INCISOR	i n c i s o ' r
INCISÃO	i n c i s ã ' o
INCISÓRIO	i n c i s ó ' r i o
INCITADOR	i n c i t a d o ' r
INCITANTE	i n c i t a ' n t e
INCITAR	i n c i t a ' r
INCITATIVO	i n c i t a t i ' v o
INCIVIL	i n c i v i ' l
INCIVILIDADE	i n c i v i l i d a ' d e
INCIVILIZADO	i n c i v i l i z a ' d o
INCIVILIZÁVEL	i n c i v i l i z á ' v e l
INCIVILMENTE	i n c i v i l m e ' n t e
INCIVISMO	i n c i v i ' s m o
INCLASSIFICADO	i n c l a s s i f i c a ' d o
INCLASSIFICÁVEL	i n c l a s s i f i c á ' v e l
INCLEMENTE	i n c l e m e ' n t e
INCLEMÊNCIA	i n c l e m ê ' n c i a
INCLINAR	i n c l i n a ' r
INCLINAÇÃO	i n c l i n a ç ã ' o
INCLUIR	i n c l u i ' r
INCLUSA	i n c l u ' s a
INCLUSIVA	i n c l u s i ' v a
INCLUSIVE	i n c l u s i ' v e
INCLUSIVO	i n c l u s i ' v o
INCLUSO	i n c l u ' s o
INCLUSÃO	i n c l u s ã ' o
INCOADUNÁVEL	i n c o a d u n á ' v e l
INCOAGULÁVEL	i n c o a g u l á ' v e l
INCOBRÁVEL	i n c o b r á ' v e l
INCOERCIBILIDADE	i n c o e r c i b i l i d a ' d e
INCOERCÍVEL	i n c o e r c í ' v e l
INCOERENTE	i n c o e r e ' n t e
INCOERÊNCIA	i n c o e r ê ' n c i a
INCOESÃO	i n c o e s ã ' o
INCOEXISTENTE	i n c o e x i s t e ' n t e
INCOEXISTÊNCIA	i n c o e x i s t ê ' n c i a
INCOGNITAMENTE	i n c o g n i t a m e ' n t e
INCOGNOSCÍVEL	i n c o g n o s c í ' v e l
INCOLOR	i n c o l o ' r
INCOLUMIDADE	i n c o l u m i d a ' d e
INCOMBINÁVEL	i n c o m b i n á ' v e l
INCOMBUSTIBILIDADE	i n c o m b u s t i b i l i d a ' d e
INCOMBUSTO	i n c o m b u ' s t o
INCOMBUSTÍVEL	i n c o m b u s t í ' v e l
INCOMENSURABILIDADE	i n c o m e n s u r a b i l i d a ' d e
INCOMENSURÁVEL	i n c o m e n s u r á ' v e l
INCOMERCIÁVEL	i n c o m e r c i á ' v e l
INCOMODAMENTE	i n c o m o d a m e ' n t e
INCOMODANTE	i n c o m o d a ' n t e
INCOMODAR	i n c o m o d a ' r
INCOMODATIVO	i n c o m o d a t i ' v o
INCOMODIDADE	i n c o m o d i d a ' d e
INCOMPARÁVEL	i n c o m p a r á ' v e l
INCOMPASSIVO	i n c o m p a s s i ' v o
INCOMPASSÍVEL	i n c o m p a s s í ' v e l
INCOMPATIBILIZAR	i n c o m p a t i b i l i z a ' r
INCOMPATÍVEL	i n c o m p a t í ' v e l
INCOMPENSÁVEL	i n c o m p e n s á ' v e l
INCOMPETENTE	i n c o m p e t e ' n t e
INCOMPETÊNCIA	i n c o m p e t ê ' n c i a
INCOMPLACENTE	i n c o m p l a c e ' n t e
INCOMPLACÊNCIA	i n c o m p l a c ê ' n c i a
INCOMPLETO	i n c o m p l e ' t o
INCOMPLETUDE	i n c o m p l e t u ' d e
INCOMPORTÁVEL	i n c o m p o r t á ' v e l
INCOMPREENDIDO	i n c o m p r e e n d i ' d o
INCOMPREENSÃO	i n c o m p r e e n s ã ' o
INCOMPREENSÍVEL	i n c o m p r e e n s í ' v e l
INCOMPRESSIBILIDADE	i n c o m p r e s s i b i l i d a ' d e
INCOMPRESSÍVEL	i n c o m p r e s s í ' v e l
INCOMPUTÁVEL	i n c o m p u t á ' v e l
INCOMUNICABILIDADE	i n c o m u n i c a b i l i d a ' d e
INCOMUNICANTE	i n c o m u n i c a ' n t e
INCOMUNICAR	i n c o m u n i c a ' r
INCOMUTABILIDADE	i n c o m u t a b i l i d a ' d e
INCOMUTÁVEL	i n c o m u t á ' v e l
INCONCEBÍVEL	i n c o n c e b í ' v e l
INCONCEPTÍVEL	i n c o n c e p t í ' v e l
INCONCESSÍVEL	i n c o n c e s s í ' v e l
INCONCILIABILIDADE	i n c o n c i l i a b i l i d a ' d e
INCONCILIAÇÃO	i n c o n c i l i a ç ã ' o
INCONCILIÁVEL	i n c o n c i l i á ' v e l
INCONCLUDENTE	i n c o n c l u d e ' n t e
INCONCUTÍVEL	i n c o n c u t í ' v e l
INCONDICIONAL	i n c o n d i c i o n a ' l
INCONDICIONALIDADE	i n c o n d i c i o n a l i d a ' d e
INCONFESSADO	i n c o n f e s s a ' d o
INCONFESSO	i n c o n f e ' s s o
INCONFESSÁVEL	i n c o n f e s s á ' v e l
INCONFIDENCIAL	i n c o n f i d e n c i a ' l
INCONFIDENTE	i n c o n f i d e ' n t e
INCONFIDÊNCIA	i n c o n f i d ê ' n c i a
INCONFORMAÇÃO	i n c o n f o r m a ç ã ' o
INCONFORMIDADE	i n c o n f o r m i d a ' d e
INCONFORTÁVEL	i n c o n f o r t á ' v e l
INCONFUNDÍVEL	i n c o n f u n d í ' v e l
INCONGELÁVEL	i n c o n g e l á ' v e l
INCONGRUENTE	i n c o n g r u e ' n t e
INCONGRUÊNCIA	i n c o n g r u ê ' n c i a
INCONIVENTE	i n c o n i v e ' n t e
INCONJUGÁVEL	i n c o n j u g á ' v e l
INCONJURÁVEL	i n c o n j u r á ' v e l
INCONQUISTADO	i n c o n q u i s t a ' d o
INCONQUISTÁVEL	i n c o n q u i s t á ' v e l
INCONSCIENCIOSO	i n c o n s c i e n c i o ' s o
INCONSCIENTE	i n c o n s c i e ' n t e
INCONSCIÊNCIA	i n c o n s c i ê ' n c i a
INCONSEQUENTE	i n c o n s e q u e ' n t e
INCONSEQUÊNCIA	i n c o n s e q u ê ' n c i a
INCONSIDERADO	i n c o n s i d e r a ' d o
INCONSIDERAÇÃO	i n c o n s i d e r a ç ã ' o
INCONSISTENTE	i n c o n s i s t e ' n t e
INCONSISTÊNCIA	i n c o n s i s t ê ' n c i a
INCONSOLABILIDADE	i n c o n s o l a b i l i d a ' d e
INCONSOLADO	i n c o n s o l a ' d o
INCONSOLÁVEL	i n c o n s o l á ' v e l
INCONSONANTE	i n c o n s o n a ' n t e
INCONSONÂNCIA	i n c o n s o n â ' n c i a
INCONSTANTE	i n c o n s t a ' n t e
INCONSTITUCIONAL	i n c o n s t i t u c i o n a ' l
INCONSTITUCIONALIDADE	i n c o n s t i t u c i o n a l i d a ' d e
INCONSTITUCIONALISSIMAMENTE	i n c o n s t i t u c i o n a l i s s i m a m e ' n t e
INCONSTÂNCIA	i n c o n s t â ' n c i a
INCONSUMÍVEL	i n c o n s u m í ' v e l
INCONTACTÁVEL	i n c o n t a c t á ' v e l
INCONTAMINADO	i n c o n t a m i n a ' d o
INCONTAMINÁVEL	i n c o n t a m i n á ' v e l
INCONTESTABILIDADE	i n c o n t e s t a b i l i d a ' d e
INCONTESTADO	i n c o n t e s t a ' d o
INCONTESTÁVEL	i n c o n t e s t á ' v e l
INCONTINENTE	i n c o n t i n e ' n t e
INCONTINGENTE	i n c o n t i n g e ' n t e
INCONTINGÊNCIA	i n c o n t i n g ê ' n c i a
INCONTINUIDADE	i n c o n t i n u i d a ' d e
INCONTINÊNCIA	i n c o n t i n ê ' n c i a
INCONTORNÁVEL	i n c o n t o r n á ' v e l
INCONTRARIÁVEL	i n c o n t r a r i á ' v e l
INCONTRASTÁVEL	i n c o n t r a s t á ' v e l
INCONTROLADO	i n c o n t r o l a ' d o
INCONTROLÁVEL	i n c o n t r o l á ' v e l
INCONTROVERSO	i n c o n t r o v e ' r s o
INCONTÁVEL	i n c o n t á ' v e l
INCONTÍNUO	i n c o n t í ' n u o
INCONVENCÍVEL	i n c o n v e n c í ' v e l
INCONVENIENTE	i n c o n v e n i e ' n t e
INCONVENIÊNCIA	i n c o n v e n i ê ' n c i a
INCONVERSÁVEL	i n c o n v e r s á ' v e l
INCONVERSÍVEL	i n c o n v e r s í ' v e l
INCONVERTÍVEL	i n c o n v e r t í ' v e l
INCORPORAL	i n c o r p o r a ' l
INCORPORALIDADE	i n c o r p o r a l i d a ' d e
INCORPORAR	i n c o r p o r a ' r
INCORPORATIVO	i n c o r p o r a t i ' v o
INCORPOREIDADE	i n c o r p o r e i d a ' d e
INCORPÓREO	i n c o r p ó ' r e o
INCORRER	i n c o r r e ' r
INCORREÇÃO	i n c o r r e ç ã ' o
INCORRIGÍVEL	i n c o r r i g í ' v e l
INCORRUPTIBILIDADE	i n c o r r u p t i b i l i d a ' d e
INCORRUPTO	i n c o r r u ' p t o
INCORRUPTÍVEL	i n c o r r u p t í ' v e l
INCORRUPÇÃO	i n c o r r u p ç ã ' o
INCREDIBILIDADE	i n c r e d i b i l i d a ' d e
INCREDULIDADE	i n c r e d u l i d a ' d e
INCREMENTAL	i n c r e m e n t a ' l
INCREMENTAR	i n c r e m e n t a ' r
INCREMENTÍCIO	i n c r e m e n t í ' c i o
INCRER	i n c r e ' r
INCRIMINAR	i n c r i m i n a ' r
INCRISTALIZÁVEL	i n c r i s t a l i z á ' v e l
INCRIVELMENTE	i n c r i v e l m e ' n t e
INCRUSTAR	i n c r u s t a ' r
INCRÉDULO	i n c r é ' d u l o
INCUBADOR	i n c u b a d o ' r
INCUBADORA	i n c u b a d o ' r a
INCUBAR	i n c u b a ' r
INCULCA	i n c u ' l c a
INCULCADOR	i n c u l c a d o ' r
INCULCAR	i n c u l c a ' r
INCULPABILIDADE	i n c u l p a b i l i d a ' d e
INCULPAR	i n c u l p a ' r
INCULPOSO	i n c u l p o ' s o
INCULTIVÁVEL	i n c u l t i v á ' v e l
INCULTO	i n c u ' l t o
INCULTURA	i n c u l t u ' r a
INCUMBENTE	i n c u m b e ' n t e
INCUMBIR	i n c u m b i ' r
INCUMBÊNCIA	i n c u m b ê ' n c i a
INCUNÁBULO	i n c u n á ' b u l o
INCURABILIDADE	i n c u r a b i l i d a ' d e
INCURIAL	i n c u r i a ' l
INCURIALIDADE	i n c u r i a l i d a ' d e
INCURSO	i n c u ' r s o
INCURSÃO	i n c u r s ã ' o
INCURÁVEL	i n c u r á ' v e l
INCUTIR	i n c u t i ' r
INCÊNDIO	i n c ê ' n d i o
INCÓGNITA	i n c ó ' g n i t a
INCÓGNITO	i n c ó ' g n i t o
INCÓLUME	i n c ó ' l u m e
INCÚRIA	i n c ú ' r i a
INDAGADOR	i n d a g a d o ' r
INDAGAR	i n d a g a ' r
INDAGATIVO	i n d a g a t i ' v o
INDAGATÓRIO	i n d a g a t ó ' r i o
INDECENTE	i n d e c e ' n t e
INDECIDIDO	i n d e c i d i ' d o
INDECIFRÁVEL	i n d e c i f r á ' v e l
INDECISO	i n d e c i ' s o
INDECISÃO	i n d e c i s ã ' o
INDECLARÁVEL	i n d e c l a r á ' v e l
INDECLINABILIDADE	i n d e c l i n a b i l i d a ' d e
INDECLINÁVEL	i n d e c l i n á ' v e l
INDECOMPONÍVEL	i n d e c o m p o n í ' v e l
INDECORO	i n d e c o ' r o
INDECOROSO	i n d e c o r o ' s o
INDECÊNCIA	i n d e c ê ' n c i a
INDEFENSO	i n d e f e ' n s o
INDEFENSÁVEL	i n d e f e n s á ' v e l
INDEFENSÍVEL	i n d e f e n s í ' v e l
INDEFERIR	i n d e f e r i ' r
INDEFESO	i n d e f e ' s o
INDEFESSO	i n d e f e ' s s o
INDEFETIBILIDADE	i n d e f e t i b i l i d a ' d e
INDEFETÍVEL	i n d e f e t í ' v e l
INDEFICIENTE	i n d e f i c i e ' n t e
INDEFINIDO	i n d e f i n i ' d o
INDEFINÍVEL	i n d e f i n í ' v e l
INDELEBILIDADE	i n d e l e b i l i d a ' d e
INDELEVELMENTE	i n d e l e v e l m e ' n t e
INDELIBERADO	i n d e l i b e r a ' d o
INDELIBERAÇÃO	i n d e l i b e r a ç ã ' o
INDELICADEZA	i n d e l i c a d e ' z a
INDELICADO	i n d e l i c a ' d o
INDELINEÁVEL	i n d e l i n e á ' v e l
INDELÉVEL	i n d e l é ' v e l
INDEMNIZADOR	i n d e m n i z a d o ' r
INDEMNIZAR	i n d e m n i z a ' r
INDEMONSTRADO	i n d e m o n s t r a ' d o
INDEMONSTRÁVEL	i n d e m o n s t r á ' v e l
INDENTAR	i n d e n t a ' r
INDEPENDENTE	i n d e p e n d e ' n t e
INDEPENDÊNCIA	i n d e p e n d ê ' n c i a
INDESCOBRÍVEL	i n d e s c o b r í ' v e l
INDESCRITÍVEL	i n d e s c r i t í ' v e l
INDESCULPÁVEL	i n d e s c u l p á ' v e l
INDESEJADO	i n d e s e j a ' d o
INDESFRUTÁVEL	i n d e s f r u t á ' v e l
INDESMENTÍVEL	i n d e s m e n t í ' v e l
INDESTRINÇÁVEL	i n d e s t r i n ç á v e ' l
INDESTRONÁVEL	i n d e s t r o n á ' v e l
INDESTRUTIBILIDADE	i n d e s t r u t i b i l i d a ' d e
INDESTRUTÍVEL	i n d e s t r u t í ' v e l
INDESVENDÁVEL	i n d e s v e n d á ' v e l
INDETERMINADAMENTE	i n d e t e r m i n a d a m e ' n t e
INDETERMINAR	i n d e t e r m i n a ' r
INDETERMINATIVO	i n d e t e r m i n a t i ' v o
INDETERMINISMO	i n d e t e r m i n i ' s m o
INDEVIDO	i n d e v i ' d o
INDEVOTO	i n d e v o ' t o
INDEVOÇÃO	i n d e v o ç ã ' o
INDEXADA	i n d e x a ' d a
INDEXAR	i n d e x a ' r
INDIANISMO	i n d i a n i ' s m o
INDIANISTA	i n d i a n i ' s t a
INDIANIZAR	i n d i a n i z a ' r
INDIANO	i n d i a ' n o
INDIANOLOGIA	i n d i a n o l o g i ' a
INDICADOR	i n d i c a d o ' r
INDICAR	i n d i c a ' r
INDICATIVO	i n d i c a t i ' v o
INDICATÓRIO	i n d i c a t ó ' r i o
INDICAÇÃO	i n d i c a ç ã ' o
INDICIADO	i n d i c i a ' d o
INDICIADOR	i n d i c i a d o ' r
INDICIAR	i n d i c i a ' r
INDICIOSO	i n d i c i o ' s o
INDICIÁRIO	i n d i c i á ' r i o
INDIFERENCIADO	i n d i f e r e n c i a ' d o
INDIFERENTE	i n d i f e r e ' n t e
INDIFERENTISMO	i n d i f e r e n t i ' s m o
INDIFERENTISTA	i n d i f e r e n t i ' s t a
INDIFERENÇA	i n d i f e r e ' n ç a
INDIGENTE	i n d i g e ' n t e
INDIGERÍVEL	i n d i g e r í ' v e l
INDIGESTIBILIDADE	i n d i g e s t i b i l i d a ' d e
INDIGESTO	i n d i g e ' s t o
INDIGESTÃO	i n d i g e s t ã ' o
INDIGESTÍVEL	i n d i g e s t í ' v e l
INDIGITAR	i n d i g i t a ' r
INDIGNAR	i n d i g n a ' r
INDIGNATIVO	i n d i g n a t i ' v o
INDIGNIDADE	i n d i g n i d a ' d e
INDIGNO	i n d i ' g n o
INDIGÊNCIA	i n d i g ê ' n c i a
INDILIGENTE	i n d i l i g e ' n t e
INDILIGÊNCIA	i n d i l i g ê ' n c i a
INDIRETA	i n d i r e ' t a
INDIRETO	i n d i r e ' t o
INDIRIGÍVEL	i n d i r i g í ' v e l
INDISCERNIBILIDADE	i n d i s c e r n i b i l i d a ' d e
INDISCERNÍVEL	i n d i s c e r n í ' v e l
INDISCIPLINA	i n d i s c i p l i ' n a
INDISCIPLINAR	i n d i s c i p l i n a ' r
INDISCRETO	i n d i s c r e ' t o
INDISCRIMINADO	i n d i s c r i m i n a ' d o
INDISCRIMINAÇÃO	i n d i s c r i m i n a ç ã ' o
INDISCRIMINÁVEL	i n d i s c r i m i n á ' v e l
INDISCRIÇÃO	i n d i s c r i ç ã ' o
INDISCUTIBILIDADE	i n d i s c u t i b i l i d a ' d e
INDISCUTÍVEL	i n d i s c u t í ' v e l
INDISFARÇÁVEL	i n d i s f a r ç á v e ' l
INDISPENSABILIDADE	i n d i s p e n s a b i l i d a ' d e
INDISPENSÁVEL	i n d i s p e n s á ' v e l
INDISPONIBILIDADE	i n d i s p o n i b i l i d a ' d e
INDISPONÍVEL	i n d i s p o n í ' v e l
INDISPOR	i n d i s p o ' r
INDISPOSIÇÃO	i n d i s p o s i ç ã ' o
INDISPOSTO	i n d i s p o ' s t o
INDISPUTABILIDADE	i n d i s p u t a b i l i d a ' d e
INDISPUTADO	i n d i s p u t a ' d o
INDISPUTÁVEL	i n d i s p u t á ' v e l
INDISSOCIÁVEL	i n d i s s o c i á ' v e l
INDISSOLUVELMENTE	i n d i s s o l u v e l m e ' n t e
INDISSOLUÇÃO	i n d i s s o l u ç ã ' o
INDISTINGUÍVEL	i n d i s t i n g u í ' v e l
INDISTINTO	i n d i s t i ' n t o
INDISTINÇÃO	i n d i s t i n ç ã ' o
INDITOSO	i n d i t o ' s o
INDIVIDUAL	i n d i v i d u a ' l
INDIVIDUALIDADE	i n d i v i d u a l i d a ' d e
INDIVIDUALISMO	i n d i v i d u a l i ' s m o
INDIVIDUALISTA	i n d i v i d u a l i ' s t a
INDIVIDUALIZAR	i n d i v i d u a l i z a ' r
INDIVIDUANTE	i n d i v i d u a ' n t e
INDIVIDUAR	i n d i v i d u a ' r
INDIVISIBILIDADE	i n d i v i s i b i l i d a ' d e
INDIVISO	i n d i v i ' s o
INDIVISÃO	i n d i v i s ã ' o
INDIVISÍVEL	i n d i v i s í ' v e l
INDIVÍDUO	i n d i v í ' d u o
INDIZÍVEL	i n d i z í ' v e l
INDO	i ' n d o
INDOBRÁVEL	i n d o b r á ' v e l
INDOCHINA	i n d o c h i ' n a
INDOCHINÊS	i n d o c h i n ê ' s
INDOCILIDADE	i n d o c i l i d a ' d e
INDOCILIZAR	i n d o c i l i z a ' r
INDOCUMENTADO	i n d o c u m e n t a ' d o
INDOLENTE	i n d o l e ' n t e
INDOLOR	i n d o l o ' r
INDOLÊNCIA	i n d o l ê ' n c i a
INDOMADO	i n d o m a ' d o
INDOMESTICADO	i n d o m e s t i c a ' d o
INDOMESTICÁVEL	i n d o m e s t i c á ' v e l
INDOMINÁVEL	i n d o m i n á ' v e l
INDOMÁVEL	i n d o m á ' v e l
INDOMÉSTICO	i n d o m é ' s t i c o
INDONÉSIO	i n d o n é ' s i o
INDOUTO	i n d o ' u t o
INDROMINAR	i n d r o m i n a ' r
INDUBITADO	i n d u b i t a ' d o
INDUBITÁVEL	i n d u b i t á ' v e l
INDULGENCIAR	i n d u l g e n c i a ' r
INDULGENTE	i n d u l g e ' n t e
INDULGÊNCIA	i n d u l g ê ' n c i a
INDULTAR	i n d u l t a ' r
INDULTO	i n d u ' l t o
INDULTÁRIO	i n d u l t á ' r i o
INDUMENTAR	i n d u m e n t a ' r
INDUMENTÁRIA	i n d u m e n t á ' r i a
INDUMENTÁRIO	i n d u m e n t á ' r i o
INDURAÇÃO	i n d u r a ç ã ' o
INDUSTRIAL	i n d u s t r i a ' l
INDUSTRIALIZAR	i n d u s t r i a l i z a ' r
INDUSTRIAR	i n d u s t r i a ' r
INDUSTRIOSO	i n d u s t r i o ' s o
INDUTAR	i n d u t a ' r
INDUTIVO	i n d u t i ' v o
INDUTOR	i n d u t o ' r
INDUTÂNCIA	i n d u t â ' n c i a
INDUZIR	i n d u z i ' r
INDUÇÃO	i n d u ç ã ' o
INDÍCIO	i n d í ' c i o
INDÍGENA	i n d í ' g e n a
INDÓCIL	i n d ó ' c i l
INDÔMITO	i n d ô ' m i t o
INDÚSTRIA	i n d ú ' s t r i a
INEBRIADOR	i n e b r i a d o ' r
INEBRIANTE	i n e b r i a ' n t e
INEBRIAR	i n e b r i a ' r
INEFABILIDADE	i n e f a b i l i d a ' d e
INEFICAZ	i n e f i c a ' z
INEFICÁCIA	i n e f i c á ' c i a
INEFÁVEL	i n e f á ' v e l
INEGOCIÁVEL	i n e g o c i á ' v e l
INEGÁVEL	i n e g á ' v e l
INELEGANTE	i n e l e g a ' n t e
INELEGIBILIDADE	i n e l e g i b i l i d a ' d e
INELEGÂNCIA	i n e l e g â ' n c i a
INELEGÍVEL	i n e l e g í ' v e l
INELÁSTICO	i n e l á ' s t i c o
INENARRÁVEL	i n e n a r r á ' v e l
INENRUGÁVEL	i n e n r u g á ' v e l
INEPTIDÃO	i n e p t i d ã ' o
INEPTITUDE	i n e p t i t u ' d e
INEPTO	i n e ' p t o
INEQUACIONAL	i n e q u a c i o n a ' l
INEQUAÇÃO	i n e q u a ç ã ' o
INEQUIVOCAMENTE	i n e q u i v o c a m e ' n t e
INEQUÍVOCO	i n e q u í ' v o c o
INERCIAR	i n e r c i a ' r
INERENTE	i n e r e ' n t e
INERME	i n e ' r m e
INERMES	i n e ' r m e s
INERRANTE	i n e r r a ' n t e
INERTE	i n e ' r t e
INERVAR	i n e r v a ' r
INERÊNCIA	i n e r ê ' n c i a
INESCRUTABILIDADE	i n e s c r u t a b i l i d a ' d e
INESCRUTÁVEL	i n e s c r u t á ' v e l
INESCURECÍVEL	i n e s c u r e c í ' v e l
INESCUSÁVEL	i n e s c u s á ' v e l
INESGOTÁVEL	i n e s g o t á ' v e l
INESPERADO	i n e s p e r a ' d o
INESQUECÍVEL	i n e s q u e c í ' v e l
INESTENDÍVEL	i n e s t e n d í ' v e l
INESTIMADO	i n e s t i m a ' d o
INESTIMÁVEL	i n e s t i m á ' v e l
INESTÉTICO	i n e s t é ' t i c o
INEVITÁVEL	i n e v i t á ' v e l
INEXAMINÁVEL	i n e x a m i n á ' v e l
INEXATIDÃO	i n e x a t i d ã ' o
INEXATO	i n e x a ' t o
INEXAURÍVEL	i n e x a u r í ' v e l
INEXCEDÍVEL	i n e x c e d í ' v e l
INEXCITABILIDADE	i n e x c i t a b i l i d a ' d e
INEXCITÁVEL	i n e x c i t á ' v e l
INEXEQUIBILIDADE	i n e x e q u i b i l i d a ' d e
INEXEQUÍVEL	i n e x e q u í ' v e l
INEXISTENTE	i n e x i s t e ' n t e
INEXISTÊNCIA	i n e x i s t ê ' n c i a
INEXORABILIDADE	i n e x o r a b i l i d a ' d e
INEXORADO	i n e x o r a ' d o
INEXORÁVEL	i n e x o r á ' v e l
INEXPERIENTE	i n e x p e r i e ' n t e
INEXPERIÊNCIA	i n e x p e r i ê ' n c i a
INEXPIADO	i n e x p i a ' d o
INEXPIÁVEL	i n e x p i á ' v e l
INEXPLICABILIDADE	i n e x p l i c a b i l i d a ' d e
INEXPLICÁVEL	i n e x p l i c á ' v e l
INEXPLORADO	i n e x p l o r a ' d o
INEXPLORÁVEL	i n e x p l o r á ' v e l
INEXPRESSIVO	i n e x p r e s s i ' v o
INEXPRESSÍVEL	i n e x p r e s s í ' v e l
INEXPRIMÍVEL	i n e x p r i m í ' v e l
INEXPUGNABILIDADE	i n e x p u g n a b i l i d a ' d e
INEXPUGNÁVEL	i n e x p u g n á ' v e l
INEXTENSIBILIDADE	i n e x t e n s i b i l i d a ' d e
INEXTENSÃO	i n e x t e n s ã ' o
INEXTENSÍVEL	i n e x t e n s í ' v e l
INEXTERMINÁVEL	i n e x t e r m i n á ' v e l
INEXTINGUÍVEL	i n e x t i n g u í ' v e l
INEXTIRPÁVEL	i n e x t i r p á ' v e l
INFALIBILIDADE	i n f a l i b i l i d a ' d e
INFALIBILISMO	i n f a l i b i l i ' s m o
INFALSIFICÁVEL	i n f a l s i f i c á ' v e l
INFALÍVEL	i n f a l í ' v e l
INFAMAR	i n f a m a ' r
INFAMATÓRIO	i n f a m a t ó ' r i o
INFAME	i n f a ' m e
INFANTA	i n f a ' n t a
INFANTARIA	i n f a n t a r i ' a
INFANTE	i n f a ' n t e
INFANTICÍDIO	i n f a n t i c í ' d i o
INFANTIL	i n f a n t i ' l
INFANTILIDADE	i n f a n t i l i d a ' d e
INFANTILISMO	i n f a n t i l i ' s m o
INFANTILIZAR	i n f a n t i l i z a ' r
INFANTÁRIO	i n f a n t á ' r i o
INFATIGABILIDADE	i n f a t i g a b i l i d a ' d e
INFATIGÁVEL	i n f a t i g á ' v e l
INFECCIONAR	i n f e c c i o n a ' r
INFECCIOSO	i n f e c c i o ' s o
INFECIONAR	i n f e c i o n a ' r
INFECIOSO	i n f e c i o ' s o
INFECTO	i n f e ' c t o
INFECTUOSO	i n f e c t u o ' s o
INFECUNDAR	i n f e c u n d a ' r
INFECUNDIDADE	i n f e c u n d i d a ' d e
INFECUNDO	i n f e c u ' n d o
INFELICIDADE	i n f e l i c i d a ' d e
INFELICITAR	i n f e l i c i t a ' r
INFELIZ	i n f e l i ' z
INFERENCIAL	i n f e r e n c i a ' l
INFERIOR	i n f e r i o ' r
INFERIORIDADE	i n f e r i o r i d a ' d e
INFERIORIZAR	i n f e r i o r i z a ' r
INFERIR	i n f e r i ' r
INFERNAL	i n f e r n a ' l
INFERNALIDADE	i n f e r n a l i d a ' d e
INFERNAR	i n f e r n a ' r
INFERNIZAR	i n f e r n i z a ' r
INFERNO	i n f e ' r n o
INFERTILIDADE	i n f e r t i l i d a ' d e
INFERTILIZAR	i n f e r t i l i z a ' r
INFERÊNCIA	i n f e r ê ' n c i a
INFESTADOR	i n f e s t a d o ' r
INFESTANTE	i n f e s t a ' n t e
INFESTAR	i n f e s t a ' r
INFESTAÇÃO	i n f e s t a ç ã ' o
INFESTO	i n f e ' s t o
INFETANTE	i n f e t a ' n t e
INFETAR	i n f e t a ' r
INFETO	i n f e ' t o
INFEÇÃO	i n f e ç ã ' o
INFIDELÍSSIMO	i n f i d e l í ' s s i m o
INFIEL	i n f i e ' l
INFILTRADOR	i n f i l t r a d o ' r
INFILTRAR	i n f i l t r a ' r
INFINDÁVEL	i n f i n d á ' v e l
INFINIDADE	i n f i n i d a ' d e
INFINITESIMAL	i n f i n i t e s i m a ' l
INFINITIVO	i n f i n i t i ' v o
INFINITO	i n f i n i ' t o
INFINITÉSIMO	i n f i n i t é ' s i m o
INFLACIONAR	i n f l a c i o n a ' r
INFLAMABILIDADE	i n f l a m a b i l i d a ' d e
INFLAMADOR	i n f l a m a d o ' r
INFLAMANTE	i n f l a m a ' n t e
INFLAMAR	i n f l a m a ' r
INFLAMATIVO	i n f l a m a t i ' v o
INFLAMATÓRIO	i n f l a m a t ó ' r i o
INFLAÇÃO	i n f l a ç ã ' o
INFLETIR	i n f l e t i ' r
INFLEXIBILIDADE	i n f l e x i b i l i d a ' d e
INFLEXIVO	i n f l e x i ' v o
INFLEXÃO	i n f l e x ã ' o
INFLEXÍVEL	i n f l e x í ' v e l
INFLIGIR	i n f l i g i ' r
INFLORESCÊNCIA	i n f l o r e s c ê ' n c i a
INFLUENCIAR	i n f l u e n c i a ' r
INFLUENTE	i n f l u e ' n t e
INFLUIR	i n f l u i ' r
INFLUXO	i n f l u ' x o
INFLUÊNCIA	i n f l u ê ' n c i a
INFORMACIONAL	i n f o r m a c i o n a ' l
INFORMADOR	i n f o r m a d o ' r
INFORMAL	i n f o r m a ' l
INFORMANTE	i n f o r m a ' n t e
INFORMAR	i n f o r m a ' r
INFORMATIVO	i n f o r m a t i ' v o
INFORMATIZAR	i n f o r m a t i z a ' r
INFORMATIZAÇÃO	i n f o r m a t i z a ç ã ' o
INFORMAÇÃO	i n f o r m a ç ã ' o
INFORME	i n f o ' r m e
INFORMIDADE	i n f o r m i d a ' d e
INFORMÁTICA	i n f o r m á ' t i c a
INFORMÁTICO	i n f o r m á ' t i c o
