A	a
ESPANHOLA'DA	e s p a J o l a d a
ESPANHOLA'R	e s p a J o l a X
ESPANHOLI'SMO	e s p a J o l i z m u
ESPANHOLIZA'R	e s p a J o l i z a X
ESPANTADI'ÇO	e s p a~ t a dZ i s u
ESPANTA'LHO	e s p a~ t a L u
ESPANTA'R	e s p a~ t a X
ESPA'NTO	e s p a~ t u
ESPANTO'SO	e s p a~ t o z u
ESPA'RGO	e s p a R g u
ESPARGUE'IRA	e s p a R g ej r a
ESPARGUE'TE	e s p a R g E tS i
ESPARRAMA'R	e s p a R a m a X
ESPARREGA'DO	e s p a R e g a d u
ESPARREGA'R	e s p a R e g a X
ESPARRE'LA	e s p a R E l a
ESPA'RSO	e s p a X s u
ESPARTA'NO	e s p a X t a~ n u
ESPARTILHA'R	e s p a X tS i L a X
ESPARTI'LHO	e s p a X tS i L u
ESPA'RTO	e s p a X t u
ESPASMA'R	e s p a z m a X
ESPA'SMO	e s p a z m u
ESPASMÓ'DICO	e s p a z m O dZ i k u
ESPATIFA'R	e s p a tS i f a X
ESPAVENTO'SO	e s p a v e~ t o z u
ESPAVORI'R	e s p a v o r i X
ESPAÇADAME'NTE	e s p a s a d a m e~ tS i
ESPAÇA'R	e s p a s a X
ESPA'ÇO	e s p a s u
ESPAÇO'SO	e s p a s o z u
ESPECA'R	e s p e k a X
ESPECIA'L	e s p e s i a w
ESPECIALIDA'DE	e s p e s i a l i d a dZ i
ESPECIALI'STA	e s p e s i a l i s t a
ESPECIALIZA'R	e s p e s i a l i z a X
ESPECIALIZAÇÃ'O	e s p e s i a l i z a s a~ w~
ESPECIARI'A	e s p e s i a r i a
ESPECIAÇÃ'O	e s p e s i a s a~ w~
ESPECIFICA'R	e s p e s i f i k a X
ESPECIFICATI'VO	e s p e s i f i k a tS i v u
ESPECIFICAÇÃ'O	e s p e s i f i k a s a~ w~
ESPECIFICIDA'DE	e s p e s i f i s i d a dZ i
ESPECTA'R	e s p e k t a X
ESPECTRA'L	e s p e k t r a w
ESPE'CTRO	e s p E k t r u
ESPECTROGRAFI'A	e s p e k t r o g r a f i a
ESPECTROMETRI'A	e s p e k t r o m e t r i a
ESPECTROSCOPI'A	e s p e k t r o s k o p i a
ESPECTROSCÓ'PIO	e s p e k t r o s k O p i u
ESPECTRÔ'METRO	e s p e k t r o m e t r u
ESPECULA'R	e s p e k u l a X
ESPECULATI'VO	e s p e k u l a tS i v u
ESPECULAÇÃ'O	e s p e k u l a s a~ w~
ESPECÍ'FICO	e s p e s i f i k u
ESPELEOLOGI'A	e s p e l e o l o Z i a
ESPELHA'NTE	e s p e L a~ tS i
ESPELHA'R	e s p e L a X
ESPELHE'NTO	e s p e L e~ t u
ESPE'LHO	e s p e L u
ESPELU'NCA	e s p e l u~ k a
ESPE'RA	e s p E r a
ESPERANTI'STA	e s p e r a~ tS i s t a
ESPERA'NTO	e s p e r a~ t u
ESPERA'NÇA	e s p e r a~ s a
ESPERANÇA'R	e s p e r a~ s a X
ESPERANÇO'SO	e s p e r a~ s o z u
ESPERA'R	e s p e r a X
ESPE'RMA	e s p E R m a
ESPERMATIZA'R	e s p e R m a tS i z a X
ESPERMATO'SE	e s p e R m a t O z i
ESPERMATOZO'IDE	e s p e R m a t o z O j dZ i
ESPERMÁ'TICO	e s p e R m a tS i k u
ESPERNEA'R	e s p e R n e a X
ESPERTALHA'ÇO	e s p e X t a L a s u
ESPERTALHÃ'O	e s p e X t a L a~ w~
ESPERTE'ZA	e s p e X t e z a
ESPE'RTO	e s p E X t u
ESPESSA'R	e s p e s a X
ESPESSIDÃ'O	e s p e s i d a~ w~
ESPE'SSO	e s p e s u
ESPESSU'RA	e s p e s u r a
ESPETACULA'R	e s p e t a k u l a X
ESPETACULOSIDA'DE	e s p e t a k u l o z i d a dZ i
ESPETACULO'SO	e s p e t a k u l o z u
ESPETA'DA	e s p e t a d a
ESPETADE'LA	e s p e t a d E l a
ESPETADO'R	e s p e t a d o X
ESPETA'R	e s p e t a X
ESPE'TO	e s p e t u
ESPETRA'L	e s p e t r a w
ESPE'TRO	e s p E t r u
ESPETROGRAFI'A	e s p e t r o g r a f i a
ESPETROMETRI'A	e s p e t r o m e t r i a
ESPETROSCOPI'A	e s p e t r o s k o p i a
ESPETROSCÓ'PIO	e s p e t r o s k O p i u
ESPETRÔ'METRO	e s p e t r o m e t r u
ESPETÁ'CULO	e s p e t a k u l u
ESPETÃ'O	e s p e t a~ w~
ESPEVITADAME'NTE	e s p e v i t a d a m e~ tS i
ESPEVITA'R	e s p e v i t a X
ESPEZINHA'R	e s p e z i~ J a X
ESPI'A	e s p i a
ESPIADO'R	e s p i a d o X
ESPIA'R	e s p i a X
ESPICAÇADE'LA	e s p i k a s a d E l a
ESPICAÇA'R	e s p i k a s a X
ESPICHADE'LA	e s p i S a d E l a
ESPICHA'R	e s p i S a X
ESPI'GA	e s p i g a
ESPIGA'R	e s p i g a X
ESPI'GO	e s p i g u
ESPIGO'SO	e s p i g o z u
ESPIGUE'IRO	e s p i g ej r u
ESPIGÃ'O	e s p i g a~ w~
ESPINA'FRE	e s p i~ n a f r i
ESPINA'L	e s p i~ n a w
ESPINGA'RDA	e s p i~ g a R d a
ESPINGARDA'DA	e s p i~ g a R d a d a
ESPINGARDARI'A	e s p i~ g a R d a r i a
ESPINGARDEA'R	e s p i~ g a R d e a X
ESPINGARDE'IRA	e s p i~ g a R d ej r a
ESPINGARDE'IRO	e s p i~ g a R d ej r u
ESPI'NHA	e s p i~ J a
ESPINHA'R	e s p i~ J a X
ESPINHE'IRO	e s p i~ J ej r u
ESPINHE'NSE	e s p i~ J e~ s i
ESPINHE'NTO	e s p i~ J e~ t u
ESPI'NHO	e s p i~ J u
ESPINHO'SO	e s p i~ J o z u
ESPIONA'GEM	e s p i o n a Z e~j~
ESPIONA'R	e s p i o n a X
ESPI'RA	e s p i r a
ESPIRA'L	e s p i r a w
ESPIRI'TA	e s p i r i t a
ESPIRITI'SMO	e s p i r i tS i z m u
ESPIRITI'STA	e s p i r i tS i s t a
ESPIRITUA'IS	e s p i r i t u a j s
ESPIRITUA'L	e s p i r i t u a w
ESPIRITUALIDA'DE	e s p i r i t u a l i d a dZ i
ESPIRITUALI'SMO	e s p i r i t u a l i z m u
ESPIRITUALI'STA	e s p i r i t u a l i s t a
ESPIRITUALIZA'R	e s p i r i t u a l i z a X
ESPIRITUALIZAÇÃ'O	e s p i r i t u a l i z a s a~ w~
ESPIRITUO'SO	e s p i r i t u o z u
ESPIRRA'R	e s p i R a X
ESPI'RRO	e s p i R u
ESPIRÁ'CULO	e s p i r a k u l u
ESPIÃ'O	e s p i a~ w~
ESPLANA'DA	e s p l a n a d a
ESPLENDECE'NTE	e s p l e~ d e s e~ tS i
ESPLENDECE'R	e s p l e~ d e s e X
ESPLENDIDAME'NTE	e s p l e~ dZ i d a m e~ tS i
ESPLENDO'R	e s p l e~ d o X
ESPLENDORO'SO	e s p l e~ d o r o z u
ESPLENECTOMI'A	e s p l e n e k t o m i a
ESPLÊ'NDIDO	e s p l e~ dZ i d u
ESPO'JO	e s p O Z u
ESPOLE'TA	e s p o l e t a
ESPOLIA'NTE	e s p o l i a~ tS i
ESPOLIA'R	e s p o l i a X
ESPOLINHA'R	e s p o l i~ J a X
ESPO'NJA	e s p o~ Z a
ESPONJA'R	e s p o~ Z a X
ESPONJOSIDA'DE	e s p o~ Z o z i d a dZ i
ESPONJO'SO	e s p o~ Z o z u
ESPONTANEAME'NTE	e s p o~ t a n e a m e~ tS i
ESPONTANEIDA'DE	e s p o~ t a n e j d a dZ i
ESPONTÂ'NEO	e s p o~ t a~ n e u
ESPO'RA	e s p O r a
ESPORADICAME'NTE	e s p o r a dZ i k a m e~ tS i
ESPORA'R	e s p o r a X
ESPO'RO	e s p O r u
ESPORÁ'DICO	e s p o r a dZ i k u
ESPORÂ'NGIO	e s p o r a~ Z i u
ESPORÃ'O	e s p o r a~ w~
ESPO'SA	e s p o z a
ESPOSA'R	e s p o z a X
ESPOSENDE'NSE	e s p o z e~ d e~ s i
ESPO'SO	e s p o z u
ESPREGUIÇADE'IRA	e s p r e g i s a d ej r a
ESPREGUIÇADE'LA	e s p r e g i s a d E l a
ESPREGUIÇADO'IRO	e s p r e g i s a d o j r u
ESPREGUIÇADO'URO	e s p r e g i s a d ow r u
ESPREGUIÇA'R	e s p r e g i s a X
ESPRE'ITA	e s p r ej t a
ESPREITADE'IRA	e s p r e j t a d ej r a
ESPREITADE'LA	e s p r e j t a d E l a
ESPREITA'NTE	e s p r e j t a~ tS i
ESPREITA'R	e s p r e j t a X
ESPREMEDE'LA	e s p r e m e d E l a
ESPREMEDI'ÇO	e s p r e m e dZ i s u
ESPREMEDO'R	e s p r e m e d o X
ESPREMEDU'RA	e s p r e m e d u r a
ESPREME'R	e s p r e m e X
ESPU'MA	e s p u~ m a
ESPUMADE'IRA	e s p u~ m a d ej r a
ESPUMA'NTE	e s p u~ m a~ tS i
ESPUMA'R	e s p u~ m a X
ESPUMARA'DA	e s p u~ m a r a d a
ESPUMOSIDA'DE	e s p u~ m o z i d a dZ i
ESPUMO'SO	e s p u~ m o z u
ESPÁ'DUA	e s p a d u a
ESPÁ'TULA	e s p a t u l a
ESPÉ'CIE	e s p E s i
ESPÉ'CIME	e s p E s i~ m i
ESPÉ'CIMEN	e s p E s i~ m e~
ESPÍ'RITA	e s p i r i t a
ESPÍ'RITO	e s p i r i t u
ESPÓ'LIO	e s p O l i u
ESPÚ'RIO	e s p u r i u
ESQUA'DRA	e s k u a d r a
ESQUADRA'R	e s k u a d r a X
ESQUADRI'A	e s k u a d r i a
ESQUADRI'LHA	e s k u a d r i L a
ESQUADRILHA'R	e s k u a d r i L a X
ESQUADRINHA'R	e s k u a d r i~ J a X
ESQUA'DRO	e s k u a d r u
ESQUADRÃ'O	e s k u a d r a~ w~
ESQUARTEJA'R	e s k u a X t e Z a X
ESQUARTELA'R	e s k u a X t e l a X
ESQUECE'R	e s k e s e X
ESQUELE'TO	e s k e l e t u
ESQUELÉ'TICO	e s k e l E tS i k u
ESQUE'MA	e s k e~ m a
ESQUEMATI'SMO	e s k e m a tS i z m u
ESQUEMATIZA'R	e s k e m a tS i z a X
ESQUEMÁ'TICO	e s k e m a tS i k u
ESQUENTA'DA	e s k e~ t a d a
ESQUENTADI'ÇO	e s k e~ t a dZ i s u
ESQUENTADO'R	e s k e~ t a d o X
ESQUENTA'R	e s k e~ t a X
ESQUE'RDA	e s k e R d a
ESQUERDI'NO	e s k e R dZ i~ n u
ESQUERDI'STA	e s k e R dZ i s t a
ESQUE'RDO	e s k e R d u
ESQUI'	e s k i
ESQUIADO'R	e s k i a d o X
ESQUIA'R	e s k i a X
ESQUI'FE	e s k i f i
ESQUI'LO	e s k i l u
ESQUIMÓ'	e s k i~ m O
ESQUI'NA	e s k i~ n a
ESQUINA'R	e s k i~ n a X
ESQUINU'DO	e s k i~ n u d u
ESQUISI'TO	e s k i z i t u
ESQUI'SSO	e s k i s u
ESQUI'VA	e s k i v a
ESQUIVA'R	e s k i v a X
ESQUI'VO	e s k i v u
ESQUIZOFRENI'A	e s k i z o f r e n i a
ESQUIZOFRÉ'NICO	e s k i z o f r E n i k u
ESQUIZO'IDE	e s k i z O j dZ i
E'SSE	e s i
ESSENCIA'L	e s e~ s i a w
ESSO'UTRO	e s ow t r u
ESSÊ'NCIA	e s e~ s i a
ESTABELECE'R	e s t a b e l e s e X
ESTABILIZA'R	e s t a b i l i z a X
ESTA'CA	e s t a k a
ESTACA'DA	e s t a k a d a
ESTACA'R	e s t a k a X
ESTACIONA'R	e s t a s i o n a X
ESTACIONÁ'RIO	e s t a s i o n a r i u
ESTA'DA	e s t a d a
ESTADI'A	e s t a dZ i a
ESTADI'SMO	e s t a dZ i z m u
ESTADI'STA	e s t a dZ i s t a
ESTA'DO	e s t a d u
ESTA'DOS	e s t a d u s
ESTADUA'L	e s t a d u a w
ESTA'FA	e s t a f a
ESTAFA'NTE	e s t a f a~ tS i
ESTAFA'R	e s t a f a X
ESTA'FE	e s t a f i
ESTAFE'RMO	e s t a f e R m u
ESTAFE'TA	e s t a f e t a
ESTAGIA'R	e s t a Z i a X
ESTAGIÁ'RIO	e s t a Z i a r i u
ESTAGNA'NTE	e s t a g n a~ tS i
ESTAGNA'R	e s t a g n a X
ESTALACTI'TE	e s t a l a k tS i tS i
ESTALACTÍ'TICO	e s t a l a k tS i tS i k u
ESTALA'DA	e s t a l a d a
ESTALADI'ÇO	e s t a l a dZ i s u
ESTALA'GEM	e s t a l a Z e~j~
ESTALAGMI'TE	e s t a l a g m i tS i
ESTALAJADE'IRO	e s t a l a Z a d ej r u
ESTALA'NTE	e s t a l a~ tS i
ESTALA'R	e s t a l a X
ESTALE'IRO	e s t a l ej r u
ESTALIDA'R	e s t a l i d a X
ESTALI'DO	e s t a l i d u
ESTA'LO	e s t a l u
ESTA'ME	e s t a~ m i
ESTAMINA'L	e s t a m i~ n a w
ESTA'MPA	e s t a~ p a
ESTAMPA'GEM	e s t a~ p a Z e~j~
ESTAMPA'R	e s t a~ p a X
ESTAMPARI'A	e s t a~ p a r i a
ESTAMPI'DO	e s t a~ p i d u
ESTANCA'R	e s t a~ k a X
ESTANDARDIZA'R	e s t a~ d a R dZ i z a X
ESTANDA'RTE	e s t a~ d a X tS i
ESTANHA'GEM	e s t a J a Z e~j~
ESTANHA'R	e s t a J a X
ESTA'NHO	e s t a~ J u
ESTA'NQUE	e s t a~ k i
ESTA'NTE	e s t a~ tS i
ESTAPAFÚ'RDICO	e s t a p a f u R dZ i k u
ESTAPAFÚ'RDIO	e s t a p a f u R dZ i u
ESTA'R	e s t a X
ESTARDALHA'R	e s t a R d a L a X
ESTARDALHA'ÇO	e s t a R d a L a s u
ESTARO'LA	e s t a r O l a
ESTARRECE'R	e s t a R e s e X
ESTATA'L	e s t a t a w
ESTATELADAME'NTE	e s t a t e l a d a m e~ tS i
ESTATELA'R	e s t a t e l a X
ESTATICI'STA	e s t a tS i s i s t a
ESTATIZA'R	e s t a tS i z a X
ESTATO'R	e s t a t o X
ESTATUA'DO	e s t a t u a d u
ESTATUA'L	e s t a t u a w
ESTATUE'TA	e s t a t u e t a
ESTATU'RA	e s t a t u r a
ESTATUTI'VO	e s t a t u tS i v u
ESTATU'TO	e s t a t u t u
ESTATUTÁ'RIO	e s t a t u t a r i u
ESTATUÁ'RIO	e s t a t u a r i u
ESTATÍ'STICA	e s t a tS i s tS i k a
ESTATÍ'STICO	e s t a tS i s tS i k u
ESTAÇÃ'O	e s t a s a~ w~
E'STE	e s tS i
ESTE'IO	e s t ej u
ESTE'IRA	e s t ej r a
ESTE'IRO	e s t ej r u
ESTELA'NTE	e s t e l a~ tS i
ESTELA'R	e s t e l a X
ESTENDA'L	e s t e~ d a w
ESTENDEDO'IRO	e s t e~ d e d o j r u
ESTENDEDO'URO	e s t e~ d e d ow r u
ESTENDE'R	e s t e~ d e X
ESTENOGRAFA'R	e s t e n o g r a f a X
ESTENOGRAFI'A	e s t e n o g r a f i a
ESTENO'SE	e s t e n O z i
ESTE'PE	e s t E p i
ESTEQUIOMETRI'A	e s t e k i o m e t r i a
ESTERCADU'RA	e s t e X k a d u r a
ESTE'RCO	e s t e X k u
ESTEREOFÔ'NICO	e s t e r e o f o n i k u
ESTEREOSCOPI'A	e s t e r e o s k o p i a
ESTEREOSCÓ'PICO	e s t e r e o s k O p i k u
ESTEREOSCÓ'PIO	e s t e r e o s k O p i u
ESTEREOTIPA'R	e s t e r e o tS i p a X
ESTEREOTIPI'A	e s t e r e o tS i p i a
ESTEREÓ'TIPO	e s t e r e O tS i p u
ESTERIFICA'DO	e s t e r i f i k a d u
ESTERILIDA'DE	e s t e r i l i d a dZ i
ESTERILIZA'R	e s t e r i l i z a X
ESTERLI'NO	e s t e R l i~ n u
ESTE'RNO	e s t e R n u
ESTERO'IDE	e s t e r O j dZ i
ESTERQUE'IRA	e s t e X k ej r a
ESTERQUE'IRO	e s t e X k ej r u
ESTERQUI'CE	e s t e X k i s i
ESTE'TA	e s t E t a
ESTETICI'SMO	e s t e tS i s i z m u
ESTETICI'STA	e s t e tS i s i s t a
ESTETIZA'R	e s t e tS i z a X
ESTETOSCÓ'PIO	e s t e t o s k O p i u
ESTE'VA	e s t e v a
ESTIA'DA	e s tS i a d a
ESTIA'GEM	e s tS i a Z e~j~
ESTIA'R	e s tS i a X
ESTIBO'RDO	e s tS i b O R d u
ESTI'CA	e s tS i k a
ESTICADE'LA	e s tS i k a d E l a
ESTICADO'R	e s tS i k a d o X
ESTICA'NÇO	e s tS i k a~ s u
ESTICA'R	e s tS i k a X
ESTICÃ'O	e s tS i k a~ w~
ESTI'GMA	e s tS i g m a
ESTIGMATI'SMO	e s tS i g m a tS i z m u
ESTIGMATIZA'DO	e s tS i g m a tS i z a d u
ESTIGMATIZA'R	e s tS i g m a tS i z a X
ESTIGMÁ'TICO	e s tS i g m a tS i k u
ESTILE'TE	e s tS i l e tS i
ESTILHA'R	e s tS i L a X
ESTILHAÇA'R	e s tS i L a s a X
ESTILHA'ÇO	e s tS i L a s u
ESTILI'SMO	e s tS i l i z m u
ESTILI'STA	e s tS i l i s t a
ESTILIZA'R	e s tS i l i z a X
ESTI'LO	e s tS i l u
ESTILÍ'STICA	e s tS i l i s tS i k a
ESTILÍ'STICO	e s tS i l i s tS i k u
ESTI'MA	e s tS i~ m a
ESTIMA'R	e s tS i~ m a X
ESTIMATI'VA	e s tS i~ m a tS i v a
ESTIMATI'VO	e s tS i~ m a tS i v u
ESTIMULA'NTE	e s tS i~ m u l a~ tS i
ESTIMULA'R	e s tS i~ m u l a X
ESTIMULAÇÃ'O	e s tS i~ m u l a s a~ w~
ESTIMULO'SO	e s tS i~ m u l o z u
ESTIPULA'NTE	e s tS i p u l a~ tS i
ESTIPULA'R	e s tS i p u l a X
ESTIRA'DA	e s tS i r a d a
ESTIRADO'R	e s tS i r a d o X
ESTIRA'ÇO	e s tS i r a s u
ESTI'RPE	e s tS i X p i
ESTIVADO'R	e s tS i v a d o X
ESTIVA'L	e s tS i v a w
ESTIVA'R	e s tS i v a X
ESTOCA'DA	e s t o k a d a
ESTOCA'R	e s t o k a X
ESTOCÁ'STICO	e s t o k a s tS i k u
ESTOFADO'R	e s t o f a d o X
ESTOFA'R	e s t o f a X
ESTO'FO	e s t o f u
ESTOICAME'NTE	e s t o j k a m e~ tS i
ESTOICIDA'DE	e s t o j s i d a dZ i
ESTOICI'SMO	e s t o j s i z m u
ESTO'ICO	e s t O j k u
ESTOIRA'DO	e s t o j r a d u
ESTOIRA'R	e s t o j r a X
ESTO'IRO	e s t o j r u
ESTO'JO	e s t o Z u
ESTO'LA	e s t O l a
ESTO'LHO	e s t o L u
ESTOMACA'L	e s t o m a k a w
ESTOMATI'TE	e s t o m a tS i tS i
ESTOMATOLOGI'A	e s t o m a t o l o Z i a
ESTOMATOLOGI'STA	e s t o m a t o l o Z i s t a
ESTONTEA'NTE	e s t o~ t e a~ tS i
ESTONTEA'R	e s t o~ t e a X
ESTONTECE'R	e s t o~ t e s e X
ESTOPI'NHA	e s t o p i~ J a
ESTO'RE	e s t O r i
ESTORNI'NHO	e s t o R n i~ J u
ESTORRICA'R	e s t o R i k a X
ESTO'RVA	e s t O R v a
ESTORVA'R	e s t o R v a X
ESTO'RVO	e s t o R v u
ESTOURA'R	e s t ow r a X
ESTO'URO	e s t ow r u
ESTO'UTRO	e s t ow t r u
ESTOUVA'DO	e s t ow v a d u
ESTOUVAME'NTO	e s t ow v a m e~ t u
ESTRABI'SMO	e s t r a b i z m u
ESTRA'DA	e s t r a d a
ESTRADA'L	e s t r a d a w
ESTRADA'R	e s t r a d a X
ESTRADE'IRO	e s t r a d ej r u
ESTRADI'STA	e s t r a dZ i s t a
ESTRA'DO	e s t r a d u
ESTRAGA'R	e s t r a g a X
ESTRA'GO	e s t r a g u
ESTRANGEIRA'DA	e s t r a~ Z e j r a d a
ESTRANGEIRA'R	e s t r a~ Z e j r a X
ESTRANGEIRI'SMO	e s t r a~ Z e j r i z m u
ESTRANGEIRI'STA	e s t r a~ Z e j r i s t a
ESTRANGEI'RO	e s t r a~ Z e j r u
ESTRANGULA'R	e s t r a~ g u l a X
ESTRANHA'R	e s t r a J a X
ESTRANHE'ZA	e s t r a J e z a
ESTRA'NHO	e s t r a~ J u
ESTRATAGE'MA	e s t r a t a Z e~ m a
ESTRATEGICAME'NTE	e s t r a t e Z i k a m e~ tS i
ESTRATEGI'STA	e s t r a t e Z i s t a
ESTRATE'GO	e s t r a t E g u
ESTRATIFICA'R	e s t r a tS i f i k a X
ESTRATIFO'RME	e s t r a tS i f O R m i
ESTRATIGRAFI'A	e s t r a tS i g r a f i a
ESTRA'TO	e s t r a t u
ESTRATOSFE'RA	e s t r a t o s f E r a
ESTRATÉ'GIA	e s t r a t E Z i a
ESTRATÉ'GICO	e s t r a t E Z i k u
ESTREA'NTE	e s t r e a~ tS i
ESTREA'R	e s t r e a X
ESTREBARI'A	e s t r e b a r i a
ESTREBUCHA'R	e s t r e b u S a X
ESTRE'IA	e s t r ej a
ESTREITA'R	e s t r e j t a X
ESTREITE'ZA	e s t r e j t e z a
ESTRE'ITO	e s t r ej t u
ESTRE'LA	e s t r e l a
ESTRELA'NTE	e s t r e l a~ tS i
ESTRELA'R	e s t r e l a X
ESTRELI'NHA	e s t r e l i~ J a
ESTREMADU'RA	e s t r e m a d u r a
ESTREMA'R	e s t r e m a X
ESTREMECE'R	e s t r e m e s e X
ESTREME'NHO	e s t r e m e~ J u
ESTREMUNHA'R	e s t r e m u~ J a X
ESTREPTOCO'CO	e s t r e p t o k O k u
ESTRI'A	e s t r i a
ESTRIA'DO	e s t r i a d u
ESTRIBA'R	e s t r i b a X
ESTRIBE'IRA	e s t r i b ej r a
ESTRIBI'LHO	e s t r i b i L u
ESTRI'BO	e s t r i b u
ESTRIDE'NTE	e s t r i d e~ tS i
ESTRIDÊ'NCIA	e s t r i d e~ s i a
ESTRIPA'R	e s t r i p a X
ESTRI'TO	e s t r i t u
ESTRO'FE	e s t r O f i
ESTRO'INA	e s t r o i~ n a
ESTROINA'R	e s t r o i~ n a X
ESTRONCA'R	e s t r o~ k a X
ESTRO'NDO	e s t r o~ d u
ESTRONDO'SO	e s t r o~ d o z u
ESTROPIA'R	e s t r o p i a X
ESTRUGI'DO	e s t r u Z i d u
ESTRUMA'DA	e s t r u~ m a d a
ESTRUMADE'LA	e s t r u~ m a d E l a
ESTRUMA'L	e s t r u~ m a w
ESTRUMA'R	e s t r u~ m a X
ESTRU'ME	e s t r u~ m i
ESTRUME'IRA	e s t r u~ m ej r a
ESTRUTU'RA	e s t r u t u r a
ESTRUTURA'L	e s t r u t u r a w
ESTRUTURA'R	e s t r u t u r a X
ESTRÁ'BICO	e s t r a b i k u
ESTRÉ'PITO	e s t r E p i t u
ESTUCA'GEM	e s t u k a Z e~j~
ESTUCA'R	e s t u k a X
ESTUDANTA'DA	e s t u d a~ t a d a
ESTUDANTA'DO	e s t u d a~ t a d u
ESTUDANTA'ÇO	e s t u d a~ t a s u
ESTUDA'NTE	e s t u d a~ tS i
ESTUDANTE'CO	e s t u d a~ t E k u
ESTUDANTI'L	e s t u d a~ tS i w
ESTUDA'R	e s t u d a X
ESTUDIO'SO	e s t u dZ i o z u
ESTU'DO	e s t u d u
ESTU'FA	e s t u f a
ESTUFADE'IRA	e s t u f a d ej r a
ESTUFA'DO	e s t u f a d u
ESTUFA'GEM	e s t u f a Z e~j~
ESTUFA'R	e s t u f a X
ESTUPEFACIE'NTE	e s t u p e f a s i e~ tS i
ESTUPEFACTI'VO	e s t u p e f a k tS i v u
ESTUPEFA'CTO	e s t u p e f a k t u
ESTUPEFATI'VO	e s t u p e f a tS i v u
ESTUPEFAÇÃ'O	e s t u p e f a s a~ w~
ESTUPE'NDO	e s t u p e~ d u
ESTUPIDAME'NTE	e s t u p i d a m e~ tS i
ESTUPIDECE'R	e s t u p i d e s e X
ESTUPIDE'Z	e s t u p i d e js
ESTUPIDIFICA'NTE	e s t u p i dZ i f i k a~ tS i
ESTUPIDIFICA'R	e s t u p i dZ i f i k a X
ESTUPO'R	e s t u p o X
ESTUPORA'NTE	e s t u p o r a~ tS i
ESTUPORA'R	e s t u p o r a X
ESTUPORO'SO	e s t u p o r o z u
ESTUPRA'R	e s t u p r a X
ESTU'PRO	e s t u p r u
ESTU'QUE	e s t u k i
ESTURRA'R	e s t u R a X
ESTURRICA'R	e s t u R i k a X
ESTURRI'CE	e s t u R i s i
ESTU'RRO	e s t u R u
ESTUÁ'RIO	e s t u a r i u
ESTÁ'BULO	e s t a b u l u
ESTÁ'DIO	e s t a dZ i u
ESTÁ'GIO	e s t a Z i u
ESTÁ'TICA	e s t a tS i k a
ESTÁ'TICO	e s t a tS i k u
ESTÁ'TUA	e s t a t u a
ESTÁ'VEL	e s t a v e w
ESTÂ'NCIA	e s t a~ s i a
ESTÉ'REO	e s t E r e u
ESTÉ'RIL	e s t E r i w
ESTÉ'TICA	e s t E tS i k a
ESTÉ'TICO	e s t E tS i k u
ESTÍ'MULO	e s tS i m u l u
ESTÔ'MAGO	e s t o m a g u
ESTÔ'NIO	e s t o n i u
ESTÚ'DIO	e s t u dZ i u
ESTÚ'PIDO	e s t u p i d u
ESVAECE'R	e z v a j s e X
ESVAI'R	e z v a j X
ESVAZIA'R	e z v a z i a X
ESVENTRA'R	e z v e~ t r a X
ESVERDEA'DO	e z v e R d e a d u
ESVOAÇA'NTE	e z v o a s a~ tS i
ESVOAÇA'R	e z v o a s a X
ESÔ'FAGO	e z o f a g u
ETA'NO	e t a~ n u
ETANO'L	e t a n O w
ETA'PA	e t a p a
ETERIFICA'R	e t e r i f i k a X
ETERNA'L	e t e R n a w
ETERNA'R	e t e R n a X
ETERNIDA'DE	e t e R n i d a dZ i
ETERNIZA'R	e t e R n i z a X
ETE'RNO	e t E R n u
ETICAME'NTE	E tS i k a m e~ tS i
ETILE'NO	e tS i l e~ n u
ETILIZA'R	e tS i l i z a X
ETIMOLOGI'A	e tS i~ m o l o Z i a
ETIMOLOGI'SMO	e tS i~ m o l o Z i z m u
ETIMOLOGI'STA	e tS i~ m o l o Z i s t a
ETIMOLÓ'GICO	e tS i~ m o l O Z i k u
ETIOLOGI'A	e tS i o l o Z i a
ETIQUE'TA	e tS i k e t a
ETIQUETADO'R	e tS i k e t a d o X
ETIQUETA'GEM	e tS i k e t a Z e~j~
ETIQUETA'R	e tS i k e t a X
ETNI'A	e tS n i a
ETNICAME'NTE	e tS n i k a m e~ tS i
ETNICIDA'DE	e tS n i s i d a dZ i
ETNOGRAFI'A	e tS n o g r a f i a
ETNOLOGI'A	e tS n o l o Z i a
ETNOMUSICOLOGI'A	e tS n o m u z i k o l o Z i a
ETNÔ'NIMO	e tS n o n i~ m u
ETRU'SCO	e t r u s k u
ETÁ'RIO	e t a r i u
ETÉ'REO	e t E r e u
ETÍ'LICO	e tS i l i k u
ETÍ'OPE	e tS i o p i
EU	e u
EUCALI'PTO	e u k a l i p t u
EUCARÍ'STICO	e u k a r i s tS i k u
EUCLIDIA'NO	e u k l i dZ i a~ n u
EUFEMI'SMO	e u f e m i z m u
EUFONI'A	e u f o n i a
EUFORI'A	e u f o r i a
EUFÉ'MICO	e u f E m i k u
EUFÓ'RICO	e u f O r i k u
EUGÉ'NICO	e u Z E n i k u
EUNU'CO	e u~ n u k u
EUNUCOIDI'SMO	e u~ n u k o j dZ i z m u
EURASIÁ'TICO	e u r a z i a tS i k u
EURITMI'A	e u r i tS m i a
E'URO	e u r u
EURODEPUTA'DO	e u r o d e p u t a d u
EUROPE'IA	e u r o p ej a
EUROPEIZA'R	e u r o p e j z a X
